,movie,year,rating,metascore,votes
2285,The King of Staten Island,2020,7.1,67,21774
2286,To All the Boys: P.S. I Still Love You,2020,6.0,54,21400
2287,Extraction,2020,6.7,56,141677
2288,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,2020,6.1,60,137387
2289,The Invisible Man,2020,7.1,72,129858
2290,Bad Boys for Life,2020,6.6,59,111590
2291,The Old Guard,2020,6.7,70,98126
2292,Onward,2020,7.4,61,76914
2293,Sonic the Hedgehog,2020,6.5,47,74663
2294,Eurovision Song Contest: The Story of Fire Saga,2020,6.5,50,62279
2295,Spenser Confidential,2020,6.2,49,61332
2296,Tenet,2020,7.9,69,61259
2297,The Hunt,2020,6.5,50,52803
2298,Bloodshot,2020,5.7,44,49657
2299,Underwater,2020,5.8,48,48512
2300,Greyhound,2020,7.0,64,48203
2301,Project Power,2020,6.0,51,45219
2302,Palm Springs,2020,7.4,83,44712
2303,Dolittle,2020,5.6,26,39248
2304,Hamilton,2020,8.7,90,37561
2305,Da 5 Bloods,2020,6.5,82,29694
2306,The Call of the Wild,2020,6.8,47,29156
2307,The Wrong Missy,2020,5.7,33,28650
2308,Fantasy Island,2020,4.9,22,26846
2309,The Way Back,2020,6.7,66,23774
2310,The Half of It,2020,6.9,74,23525
2311,The King of Staten Island,2020,7.1,67,21774
2312,To All the Boys: P.S. I Still Love You,2020,6.0,54,21400
2313,Extraction,2020,6.7,56,141677
2314,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,2020,6.1,60,137387
2315,The Invisible Man,2020,7.1,72,129858
2316,Bad Boys for Life,2020,6.6,59,111590
2317,The Old Guard,2020,6.7,70,98126
2318,Onward,2020,7.4,61,76914
2319,Sonic the Hedgehog,2020,6.5,47,74663
2320,Eurovision Song Contest: The Story of Fire Saga,2020,6.5,50,62279
2321,Spenser Confidential,2020,6.2,49,61332
2322,Tenet,2020,7.9,69,61259
2323,The Hunt,2020,6.5,50,52803
2324,Bloodshot,2020,5.7,44,49657
2325,Underwater,2020,5.8,48,48512
2326,Greyhound,2020,7.0,64,48203
2327,Project Power,2020,6.0,51,45219
2328,Palm Springs,2020,7.4,83,44712
2329,Dolittle,2020,5.6,26,39248
2330,Hamilton,2020,8.7,90,37561
2331,Da 5 Bloods,2020,6.5,82,29694
2332,The Call of the Wild,2020,6.8,47,29156
2333,The Wrong Missy,2020,5.7,33,28650
2334,Fantasy Island,2020,4.9,22,26846
2335,The Way Back,2020,6.7,66,23774
2336,The Half of It,2020,6.9,74,23525
2337,The King of Staten Island,2020,7.1,67,21774
2338,To All the Boys: P.S. I Still Love You,2020,6.0,54,21400
2339,Extraction,2020,6.7,56,141677
2340,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,2020,6.1,60,137387
2341,The Invisible Man,2020,7.1,72,129858
2342,Bad Boys for Life,2020,6.6,59,111590
2343,The Old Guard,2020,6.7,70,98126
2344,Onward,2020,7.4,61,76914
2345,Sonic the Hedgehog,2020,6.5,47,74663
2346,Eurovision Song Contest: The Story of Fire Saga,2020,6.5,50,62279
2347,Spenser Confidential,2020,6.2,49,61332
2348,Tenet,2020,7.9,69,61259
2349,The Hunt,2020,6.5,50,52803
2350,Bloodshot,2020,5.7,44,49657
2351,Underwater,2020,5.8,48,48512
2352,Greyhound,2020,7.0,64,48203
2353,Project Power,2020,6.0,51,45219
2354,Palm Springs,2020,7.4,83,44712
2355,Dolittle,2020,5.6,26,39248
2356,Hamilton,2020,8.7,90,37561
2357,Da 5 Bloods,2020,6.5,82,29694
2358,The Call of the Wild,2020,6.8,47,29156
2359,The Wrong Missy,2020,5.7,33,28650
2360,Fantasy Island,2020,4.9,22,26846
2361,The Way Back,2020,6.7,66,23774
2362,The Half of It,2020,6.9,74,23525
2363,The King of Staten Island,2020,7.1,67,21774
2364,To All the Boys: P.S. I Still Love You,2020,6.0,54,21400
